Sep 30 13:12:12.148 WARN Ethereum 2.0 is pre-release. This software is experimental.
Sep 30 13:12:12.148 INFO Lighthouse started                      version: Lighthouse/v0.2.13-c0e76d2c
Sep 30 18:17:38.000 INFO Synced                                  slot: 411387, block: 0xef78…053c, epoch: 12855, finalized_epoch: 12853, finalized_root: 0x6719…ebe0, peers: 52, service: slot_notifier
Sep 30 18:17:45.624 INFO New block received                      hash: 0xec2a…c5a3, slot: 411388
Sep 30 18:17:50.000 INFO Synced                                  slot: 411388, block: 0xec2a…c5a3, epoch: 12855, finalized_epoch: 12853, finalized_root: 0x6719…ebe0, peers: 50, service: slot_notifier
Sep 30 18:17:57.272 INFO New block received                      hash: 0xb155…fc54, slot: 411389
Sep 30 18:18:02.000 INFO Synced                                  slot: 411389, block: 0xb155…fc54, epoch: 12855, finalized_epoch: 12853, finalized_root: 0x6719…ebe0, peers: 52, service: slot_notifier
Sep 30 18:18:09.433 INFO New block received                      hash: 0xe13a…402d, slot: 411390
Sep 30 18:18:14.000 INFO Synced                                  slot: 411390, block: 0xe13a…402d, epoch: 12855, finalized_epoch: 12853, finalized_root: 0x6719…ebe0, peers: 51, service: slot_notifier
Sep 30 18:18:24.251 INFO New block received                      hash: 0x76aa…90f7, slot: 411391
Sep 30 18:18:26.000 INFO Synced                                  slot: 411391, block: 0x76aa…90f7, epoch: 12855, finalized_epoch: 12853, finalized_root: 0x6719…ebe0, peers: 53, service: slot_notifier
Sep 30 18:18:33.074 INFO New block received                      hash: 0x6f1b…f3b4, slot: 411392
Sep 30 18:18:38.001 INFO Synced                                  slot: 411392, block: 0x6f1b…f3b4, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:18:45.015 INFO New block received                      hash: 0xab18…fa95, slot: 411393
Sep 30 18:18:50.000 INFO Synced                                  slot: 411393, block: 0xab18…fa95, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 53, service: slot_notifier
Sep 30 18:18:56.614 INFO New block received                      hash: 0x267f…7523, slot: 411394
Sep 30 18:19:02.001 INFO Synced                                  slot: 411394, block: 0x267f…7523, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 54, service: slot_notifier
Sep 30 18:19:12.303 INFO New block received                      hash: 0x248f…033f, slot: 411395
Sep 30 18:19:14.000 INFO Synced                                  slot: 411395, block: 0x248f…033f, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 50, service: slot_notifier
Sep 30 18:19:26.001 INFO Synced                                  slot: 411396, block:    …  empty, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 51, service: slot_notifier
Sep 30 18:19:30.464 INFO Imported deposit log(s)                 new: 1, total: 77546, latest_block: 3493038, service: eth1_rpc
Sep 30 18:19:32.678 INFO New block received                      hash: 0x7b61…42bf, slot: 411397
Sep 30 18:19:38.000 INFO Synced                                  slot: 411397, block: 0x7b61…42bf, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:19:44.465 INFO Imported deposit log(s)                 new: 1, total: 77546, latest_block: 3493038, service: eth1_rpc
Sep 30 18:19:46.149 INFO New block received                      hash: 0xeeef…c4f4, slot: 411398
Sep 30 18:19:50.000 INFO Synced                                  slot: 411398, block: 0xeeef…c4f4, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 52, service: slot_notifier
Sep 30 18:19:57.448 INFO New block received                      hash: 0xefd3…f647, slot: 411399
Sep 30 18:20:02.000 INFO Synced                                  slot: 411399, block: 0xefd3…f647, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:20:14.000 INFO Synced                                  slot: 411400, block:    …  empty, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 51, service: slot_notifier
Sep 30 18:20:23.805 INFO New block received                      hash: 0xb2c6…3387, slot: 411401
Sep 30 18:20:26.001 INFO Synced                                  slot: 411401, block: 0xb2c6…3387, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:20:33.285 INFO New block received                      hash: 0xa39d…02d7, slot: 411402
Sep 30 18:20:38.000 INFO Synced                                  slot: 411402, block: 0xa39d…02d7, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:20:47.097 INFO New block received                      hash: 0xf3e6…3639, slot: 411403
Sep 30 18:20:50.000 INFO Synced                                  slot: 411403, block: 0xf3e6…3639, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 50, service: slot_notifier
Sep 30 18:20:58.506 INFO New block received                      hash: 0x4f4c…9a8d, slot: 411404
Sep 30 18:21:01.463 INFO Imported deposit log(s)                 new: 1, total: 77547, latest_block: 3493044, service: eth1_rpc
Sep 30 18:21:02.001 INFO Synced                                  slot: 411404, block: 0x4f4c…9a8d, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 51, service: slot_notifier
Sep 30 18:21:09.361 INFO New block received                      hash: 0x7b9d…d4a3, slot: 411405
Sep 30 18:21:14.000 INFO Synced                                  slot: 411405, block: 0x7b9d…d4a3, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 50, service: slot_notifier
Sep 30 18:21:15.464 INFO Imported deposit log(s)                 new: 1, total: 77547, latest_block: 3493044, service: eth1_rpc
Sep 30 18:21:22.488 INFO New block received                      hash: 0x4690…c277, slot: 411406
Sep 30 18:21:26.000 INFO Synced                                  slot: 411406, block: 0x4690…c277, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 54, service: slot_notifier
Sep 30 18:21:32.895 INFO New block received                      hash: 0xa753…3129, slot: 411407
Sep 30 18:21:38.000 INFO Synced                                  slot: 411407, block: 0xa753…3129, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:21:44.714 INFO New block received                      hash: 0x0ca1…595d, slot: 411408
Sep 30 18:21:50.000 INFO Synced                                  slot: 411408, block: 0x0ca1…595d, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 50, service: slot_notifier
Sep 30 18:22:02.000 INFO Synced                                  slot: 411409, block:    …  empty, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 51, service: slot_notifier
Sep 30 18:22:04.475 INFO Imported deposit log(s)                 new: 1, total: 77548, latest_block: 3493048, service: eth1_rpc
Sep 30 18:22:09.074 INFO New block received                      hash: 0xccbc…3cd8, slot: 411410
Sep 30 18:22:14.000 INFO Synced                                  slot: 411410, block: 0xccbc…3cd8, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 50, service: slot_notifier
Sep 30 18:22:18.466 INFO Imported deposit log(s)                 new: 1, total: 77548, latest_block: 3493048, service: eth1_rpc
Sep 30 18:22:21.198 INFO New block received                      hash: 0x312b…8fa5, slot: 411411
Sep 30 18:22:26.001 INFO Synced                                  slot: 411411, block: 0x312b…8fa5, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 54, service: slot_notifier
Sep 30 18:22:34.821 INFO New block received                      hash: 0x2ef8…9817, slot: 411412
Sep 30 18:22:38.000 INFO Synced                                  slot: 411412, block: 0x2ef8…9817, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:22:44.321 INFO New block received                      hash: 0x5a21…39e4, slot: 411413
Sep 30 18:22:50.000 INFO Synced                                  slot: 411413, block: 0x5a21…39e4, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 50, service: slot_notifier
Sep 30 18:22:58.466 INFO New block received                      hash: 0xa581…190c, slot: 411414
Sep 30 18:23:02.000 INFO Synced                                  slot: 411414, block: 0xa581…190c, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 53, service: slot_notifier
Sep 30 18:23:10.479 INFO New block received                      hash: 0x43b5…09e0, slot: 411415
Sep 30 18:23:14.000 INFO Synced                                  slot: 411415, block: 0x43b5…09e0, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 50, service: slot_notifier
Sep 30 18:23:20.142 INFO New block received                      hash: 0x3391…4c5e, slot: 411416
Sep 30 18:23:26.001 INFO Synced                                  slot: 411416, block: 0x3391…4c5e, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 53, service: slot_notifier
Sep 30 18:23:38.000 INFO Synced                                  slot: 411417, block:    …  empty, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:23:50.001 INFO Synced                                  slot: 411418, block:    …  empty, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 51, service: slot_notifier
Sep 30 18:23:56.830 INFO New block received                      hash: 0xadfc…5e8f, slot: 411419
Sep 30 18:24:02.000 INFO Synced                                  slot: 411419, block: 0xadfc…5e8f, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 52, service: slot_notifier
Sep 30 18:24:09.213 INFO New block received                      hash: 0x0bda…28f9, slot: 411420
Sep 30 18:24:14.000 INFO Synced                                  slot: 411420, block: 0x0bda…28f9, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 51, service: slot_notifier
Sep 30 18:24:26.000 INFO Synced                                  slot: 411421, block:    …  empty, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 50, service: slot_notifier
Sep 30 18:24:27.233 INFO New block received                      hash: 0xe624…5c09, slot: 411421
Sep 30 18:24:33.682 INFO New block received                      hash: 0x1732…86cc, slot: 411422
Sep 30 18:24:38.000 INFO Synced                                  slot: 411422, block: 0x1732…86cc, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 52, service: slot_notifier
Sep 30 18:24:45.858 INFO New block received                      hash: 0x535b…3138, slot: 411423
Sep 30 18:24:50.001 INFO Synced                                  slot: 411423, block: 0x535b…3138, epoch: 12856, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 53, service: slot_notifier
Sep 30 18:25:02.001 INFO Synced                                  slot: 411424, block:    …  empty, epoch: 12857, finalized_epoch: 12854, finalized_root: 0xd627…98f0, peers: 55, service: slot_notifier
Sep 30 18:25:09.940 INFO New block received                      hash: 0x9aac…b440, slot: 411424
Sep 30 18:25:12.690 INFO New block received                      hash: 0x898f…e225, slot: 411425
Sep 30 18:25:14.000 INFO Synced                                  slot: 411425, block:    …  empty, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 51, service: slot_notifier
Sep 30 18:25:21.464 INFO New block received                      hash: 0x8c8b…70c1, slot: 411426
Sep 30 18:25:26.000 INFO Synced                                  slot: 411426, block: 0x8c8b…70c1, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 55, service: slot_notifier
Sep 30 18:25:32.353 INFO New block received                      hash: 0x3c47…a1b3, slot: 411427
Sep 30 18:25:38.000 INFO Synced                                  slot: 411427, block: 0x3c47…a1b3, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 55, service: slot_notifier
Sep 30 18:25:50.001 INFO Synced                                  slot: 411428, block:    …  empty, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 51, service: slot_notifier
Sep 30 18:25:57.096 INFO New block received                      hash: 0x7379…53e0, slot: 411429
Sep 30 18:26:02.000 INFO Synced                                  slot: 411429, block: 0x7379…53e0, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 53, service: slot_notifier
Sep 30 18:26:14.000 INFO Synced                                  slot: 411430, block:    …  empty, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 52, service: slot_notifier
Sep 30 18:26:20.848 INFO New block received                      hash: 0xd263…393c, slot: 411431
Sep 30 18:26:26.000 INFO Synced                                  slot: 411431, block: 0xd263…393c, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 52, service: slot_notifier
Sep 30 18:26:33.830 INFO New block received                      hash: 0xa560…4dfb, slot: 411432
Sep 30 18:26:38.000 INFO Synced                                  slot: 411432, block: 0xa560…4dfb, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 54, service: slot_notifier
Sep 30 18:26:44.583 INFO New block received                      hash: 0xe5d0…9e02, slot: 411433
Sep 30 18:26:50.000 INFO Synced                                  slot: 411433, block: 0xe5d0…9e02, epoch: 12857, finalized_epoch: 12855, finalized_root: 0x974a…39d4, peers: 52, service: slot_notifier
Sep 30 18:27:00.554 INFO New block received                      hash: 0xc650…28c9, slot: 411434
